,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
408,LP002315,0.0,1.0,1,1,0.0,8300,0.0,152.0,300.0,0.0,1,0
409,LP002317,0.0,1.0,3,1,0.0,81000,0.0,360.0,360.0,0.0,0,0
410,LP002318,1.0,0.0,1,0,1.0,3867,0.0,62.0,360.0,1.0,1,0
411,LP002319,0.0,1.0,0,1,0.0,6256,0.0,160.0,360.0,1.0,2,1
412,LP002328,0.0,1.0,0,0,0.0,6096,0.0,218.0,360.0,0.0,0,0
413,LP002332,0.0,1.0,0,0,0.0,2253,2033.0,110.0,360.0,1.0,0,1
414,LP002335,1.0,1.0,0,0,0.0,2149,3237.0,178.0,360.0,0.0,1,0
415,LP002337,1.0,0.0,0,1,0.0,2995,0.0,60.0,360.0,1.0,2,1
416,LP002341,1.0,0.0,1,1,0.0,2600,0.0,160.0,360.0,1.0,2,0
417,LP002342,0.0,1.0,2,1,1.0,1600,20000.0,239.0,360.0,1.0,2,0
418,LP002345,0.0,1.0,0,1,0.0,1025,2773.0,112.0,360.0,1.0,0,1
419,LP002347,0.0,1.0,0,1,0.0,3246,1417.0,138.0,360.0,1.0,1,1
420,LP002348,0.0,1.0,0,1,0.0,5829,0.0,138.0,360.0,1.0,0,1
421,LP002357,1.0,0.0,0,0,0.0,2720,0.0,80.0,342.0,0.0,2,0
422,LP002361,0.0,1.0,0,1,0.0,1820,1719.0,100.0,360.0,1.0,2,1
423,LP002362,0.0,1.0,1,1,0.0,7250,1667.0,110.0,342.0,0.0,2,0
424,LP002364,0.0,1.0,0,1,0.0,14880,0.0,96.0,360.0,1.0,1,1
425,LP002366,0.0,1.0,0,1,0.0,2666,4300.0,121.0,360.0,1.0,0,1
426,LP002367,1.0,0.0,1,0,0.0,4606,0.0,81.0,360.0,1.0,0,0
427,LP002368,0.0,1.0,2,1,0.0,5935,0.0,133.0,360.0,1.0,1,1
428,LP002369,0.0,1.0,0,1,0.0,2920,16.12000084,87.0,360.0,1.0,0,1
429,LP002370,0.0,0.0,0,0,0.0,2717,0.0,60.0,180.0,1.0,2,1
430,LP002377,1.0,0.0,1,1,1.0,8624,0.0,150.0,360.0,1.0,1,1
431,LP002379,0.0,0.0,0,1,0.0,6500,0.0,105.0,360.0,0.0,0,0
432,LP002386,0.0,0.0,0,1,0.0,12876,0.0,405.0,360.0,1.0,1,1
433,LP002387,0.0,1.0,0,1,0.0,2425,2340.0,143.0,360.0,1.0,1,1
434,LP002390,0.0,0.0,0,1,0.0,3750,0.0,100.0,360.0,1.0,2,1
435,LP002393,1.0,1.0,0,1,0.0,10047,0.0,146.41216216216216,240.0,1.0,1,1
436,LP002398,0.0,0.0,0,1,0.0,1926,1851.0,50.0,360.0,1.0,1,1
437,LP002401,0.0,1.0,0,1,0.0,2213,1125.0,146.41216216216216,360.0,1.0,2,1
438,LP002403,0.0,0.0,0,1,1.0,10416,0.0,187.0,360.0,0.0,2,0
439,LP002407,1.0,1.0,0,0,1.0,7142,0.0,138.0,360.0,1.0,0,1
440,LP002408,0.0,0.0,0,1,0.0,3660,5064.0,187.0,360.0,1.0,1,1
441,LP002409,0.0,1.0,0,1,0.0,7901,1833.0,180.0,360.0,1.0,0,1
442,LP002418,0.0,0.0,3,0,0.0,4707,1993.0,148.0,360.0,1.0,1,1
443,LP002422,0.0,0.0,1,1,0.0,37719,0.0,152.0,360.0,1.0,1,1
444,LP002424,0.0,1.0,0,1,0.0,7333,8333.0,175.0,300.0,1.0,0,1
445,LP002429,0.0,1.0,1,1,1.0,3466,1210.0,130.0,360.0,1.0,0,1
446,LP002434,0.0,1.0,2,0,0.0,4652,0.0,110.0,360.0,1.0,0,1
447,LP002435,0.0,1.0,0,1,0.0,3539,1376.0,55.0,360.0,1.0,0,0
448,LP002443,0.0,1.0,2,1,0.0,3340,1710.0,150.0,360.0,0.0,0,0
449,LP002444,0.0,0.0,1,0,1.0,2769,1542.0,190.0,360.0,1.0,1,0
450,LP002446,0.0,1.0,2,0,0.0,2309,1255.0,125.0,360.0,0.0,0,0
451,LP002447,0.0,1.0,2,0,0.0,1958,1456.0,60.0,300.0,1.0,2,1
452,LP002448,0.0,1.0,0,1,0.0,3948,1733.0,149.0,360.0,0.0,0,0
453,LP002449,0.0,1.0,0,1,0.0,2483,2466.0,90.0,180.0,0.0,0,1
454,LP002453,0.0,0.0,0,1,1.0,7085,0.0,84.0,360.0,1.0,1,1
455,LP002455,0.0,1.0,2,1,0.0,3859,0.0,96.0,360.0,1.0,1,1
456,LP002459,0.0,1.0,0,1,0.0,4301,0.0,118.0,360.0,1.0,2,1
457,LP002467,0.0,1.0,0,1,0.0,3708,2569.0,173.0,360.0,1.0,2,0
458,LP002472,0.0,0.0,2,1,0.0,4354,0.0,136.0,360.0,1.0,0,1
459,LP002473,0.0,1.0,0,1,0.0,8334,0.0,160.0,360.0,1.0,1,0
460,LP002478,0.0,1.0,0,1,1.0,2083,4083.0,160.0,360.0,1.0,1,1
461,LP002484,0.0,1.0,3,1,0.0,7740,0.0,128.0,180.0,1.0,2,1
462,LP002487,0.0,1.0,0,1,0.0,3015,2188.0,153.0,360.0,1.0,0,1
463,LP002489,1.0,0.0,1,0,0.0,5191,0.0,132.0,360.0,1.0,1,1
464,LP002493,0.0,0.0,0,1,0.0,4166,0.0,98.0,360.0,0.0,1,0
465,LP002494,0.0,0.0,0,1,0.0,6000,0.0,140.0,360.0,1.0,0,1
466,LP002500,0.0,1.0,3,0,0.0,2947,1664.0,70.0,180.0,0.0,2,0
467,LP002501,0.0,1.0,0,1,0.0,16692,0.0,110.0,360.0,1.0,1,1
468,LP002502,1.0,1.0,2,0,0.0,210,2917.0,98.0,360.0,1.0,1,1
469,LP002505,0.0,1.0,0,1,0.0,4333,2451.0,110.0,360.0,1.0,2,0
470,LP002515,0.0,1.0,1,1,1.0,3450,2079.0,162.0,360.0,1.0,1,1
471,LP002517,0.0,1.0,1,0,0.0,2653,1500.0,113.0,180.0,0.0,0,0
472,LP002519,0.0,1.0,3,1,0.0,4691,0.0,100.0,360.0,1.0,1,1
473,LP002522,1.0,0.0,0,1,1.0,2500,0.0,93.0,360.0,1.0,2,1
474,LP002524,0.0,0.0,2,1,0.0,5532,4648.0,162.0,360.0,1.0,0,1
475,LP002527,0.0,1.0,2,1,1.0,16525,1014.0,150.0,360.0,1.0,0,1
476,LP002529,0.0,1.0,2,1,0.0,6700,1750.0,230.0,300.0,1.0,1,1
477,LP002530,0.0,1.0,2,1,0.0,2873,1872.0,132.0,360.0,0.0,1,0
478,LP002531,0.0,1.0,1,1,1.0,16667,2250.0,86.0,360.0,1.0,1,1
479,LP002533,0.0,1.0,2,1,0.0,2947,1603.0,146.41216216216216,360.0,1.0,2,0
480,LP002534,1.0,0.0,0,0,0.0,4350,0.0,154.0,360.0,1.0,0,1
481,LP002536,0.0,1.0,3,0,0.0,3095,0.0,113.0,360.0,1.0,0,1
482,LP002537,0.0,1.0,0,1,0.0,2083,3150.0,128.0,360.0,1.0,1,1
483,LP002541,0.0,1.0,0,1,0.0,10833,0.0,234.0,360.0,1.0,1,1
484,LP002543,0.0,1.0,2,1,0.0,8333,0.0,246.0,360.0,1.0,1,1
485,LP002544,0.0,1.0,1,0,0.0,1958,2436.0,131.0,360.0,1.0,0,1
486,LP002545,0.0,0.0,2,1,0.0,3547,0.0,80.0,360.0,0.0,0,0
487,LP002547,0.0,1.0,1,1,0.0,18333,0.0,500.0,360.0,1.0,2,0
488,LP002555,0.0,1.0,2,1,1.0,4583,2083.0,160.0,360.0,1.0,1,1
489,LP002556,0.0,0.0,0,1,0.0,2435,0.0,75.0,360.0,1.0,2,0
490,LP002560,0.0,0.0,0,0,0.0,2699,2785.0,96.0,360.0,1.0,1,1
491,LP002562,0.0,1.0,1,0,0.0,5333,1131.0,186.0,360.0,1.0,2,1
492,LP002571,0.0,0.0,0,0,0.0,3691,0.0,110.0,360.0,1.0,0,1
493,LP002582,1.0,0.0,0,0,1.0,17263,0.0,225.0,360.0,1.0,1,1
494,LP002585,0.0,1.0,0,1,0.0,3597,2157.0,119.0,360.0,0.0,0,0
495,LP002586,1.0,1.0,1,1,0.0,3326,913.0,105.0,84.0,1.0,1,1
496,LP002587,0.0,1.0,0,0,0.0,2600,1700.0,107.0,360.0,1.0,0,1
497,LP002588,0.0,1.0,0,1,0.0,4625,2857.0,111.0,12.0,1.0,2,1
498,LP002600,0.0,1.0,1,1,1.0,2895,0.0,95.0,360.0,1.0,1,1
499,LP002602,0.0,0.0,0,1,0.0,6283,4416.0,209.0,360.0,0.0,0,0
500,LP002603,1.0,0.0,0,1,0.0,645,3683.0,113.0,480.0,1.0,0,1
501,LP002606,1.0,0.0,0,1,0.0,3159,0.0,100.0,360.0,1.0,1,1
502,LP002615,0.0,1.0,2,1,0.0,4865,5624.0,208.0,360.0,1.0,1,1
503,LP002618,0.0,1.0,1,0,0.0,4050,5302.0,138.0,360.0,1.0,0,0
504,LP002619,0.0,1.0,0,0,0.0,3814,1483.0,124.0,300.0,1.0,1,1
505,LP002622,0.0,1.0,2,1,0.0,3510,4416.0,243.0,360.0,1.0,0,1
506,LP002624,0.0,1.0,0,1,0.0,20833,6667.0,480.0,360.0,1.0,2,1
507,LP002625,0.0,0.0,0,1,0.0,3583,0.0,96.0,360.0,1.0,2,0
508,LP002626,0.0,1.0,0,1,1.0,2479,3013.0,188.0,360.0,1.0,2,1
509,LP002634,1.0,0.0,1,1,0.0,13262,0.0,40.0,360.0,1.0,2,1
510,LP002637,0.0,0.0,0,0,0.0,3598,1287.0,100.0,360.0,1.0,0,0
511,LP002640,0.0,1.0,1,1,0.0,6065,2004.0,250.0,360.0,1.0,1,1
512,LP002643,0.0,1.0,2,1,0.0,3283,2035.0,148.0,360.0,1.0,2,1
513,LP002648,0.0,1.0,0,1,0.0,2130,6666.0,70.0,180.0,1.0,1,0
514,LP002652,0.0,0.0,0,1,0.0,5815,3666.0,311.0,360.0,1.0,0,0
515,LP002659,0.0,1.0,3,1,0.0,3466,3428.0,150.0,360.0,1.0,0,1
516,LP002670,1.0,1.0,2,1,0.0,2031,1632.0,113.0,480.0,1.0,1,1
517,LP002682,0.0,1.0,0,0,0.0,3074,1800.0,123.0,360.0,0.0,1,0
518,LP002683,0.0,0.0,0,1,0.0,4683,1915.0,185.0,360.0,1.0,1,0
519,LP002684,1.0,0.0,0,0,0.0,3400,0.0,95.0,360.0,1.0,0,0
520,LP002689,0.0,1.0,2,0,0.0,2192,1742.0,45.0,360.0,1.0,1,1
521,LP002690,0.0,0.0,0,1,0.0,2500,0.0,55.0,360.0,1.0,1,1
522,LP002692,0.0,1.0,3,1,1.0,5677,1424.0,100.0,360.0,1.0,0,1
523,LP002693,0.0,1.0,2,1,1.0,7948,7166.0,480.0,360.0,1.0,0,1
524,LP002697,0.0,0.0,0,1,0.0,4680,2087.0,146.41216216216216,360.0,1.0,1,0
525,LP002699,0.0,1.0,2,1,1.0,17500,0.0,400.0,360.0,1.0,0,1
526,LP002705,0.0,1.0,0,1,0.0,3775,0.0,110.0,360.0,1.0,1,1
527,LP002706,0.0,1.0,1,0,0.0,5285,1430.0,161.0,360.0,0.0,1,1
528,LP002714,0.0,0.0,1,0,0.0,2679,1302.0,94.0,360.0,1.0,1,1
529,LP002716,0.0,0.0,0,0,0.0,6783,0.0,130.0,360.0,1.0,1,1
530,LP002717,0.0,1.0,0,1,0.0,1025,5500.0,216.0,360.0,1.0,0,1
531,LP002720,0.0,1.0,3,1,0.0,4281,0.0,100.0,360.0,1.0,2,1
532,LP002723,0.0,0.0,2,1,0.0,3588,0.0,110.0,360.0,0.0,0,0
533,LP002729,0.0,0.0,1,1,0.0,11250,0.0,196.0,360.0,1.0,1,0
534,LP002731,1.0,0.0,0,0,1.0,18165,0.0,125.0,360.0,1.0,2,1
535,LP002732,0.0,0.0,0,0,0.0,2550,2042.0,126.0,360.0,1.0,0,1
536,LP002734,0.0,1.0,0,1,0.0,6133,3906.0,324.0,360.0,1.0,2,1
537,LP002738,0.0,0.0,2,1,0.0,3617,0.0,107.0,360.0,1.0,1,1
538,LP002739,0.0,1.0,0,0,0.0,2917,536.0,66.0,360.0,1.0,0,0
539,LP002740,0.0,1.0,3,1,0.0,6417,0.0,157.0,180.0,1.0,0,1
540,LP002741,1.0,1.0,1,1,0.0,4608,2845.0,140.0,180.0,1.0,1,1
541,LP002743,1.0,0.0,0,1,0.0,2138,0.0,99.0,360.0,0.0,1,0
542,LP002753,1.0,0.0,1,1,0.0,3652,0.0,95.0,360.0,1.0,1,1
543,LP002755,0.0,1.0,1,0,0.0,2239,2524.0,128.0,360.0,1.0,2,1
544,LP002757,1.0,1.0,0,0,0.0,3017,663.0,102.0,360.0,1.0,1,1
545,LP002767,0.0,1.0,0,1,0.0,2768,1950.0,155.0,360.0,1.0,0,1
546,LP002768,0.0,0.0,0,0,0.0,3358,0.0,80.0,36.0,1.0,1,0
547,LP002772,0.0,0.0,0,1,0.0,2526,1783.0,145.0,360.0,1.0,0,1
548,LP002776,1.0,0.0,0,1,0.0,5000,0.0,103.0,360.0,0.0,1,0
549,LP002777,0.0,1.0,0,1,0.0,2785,2016.0,110.0,360.0,1.0,0,1
550,LP002778,0.0,1.0,2,1,1.0,6633,0.0,146.41216216216216,360.0,0.0,0,0
551,LP002784,0.0,1.0,1,0,0.0,2492,2375.0,146.41216216216216,360.0,1.0,0,1
552,LP002785,0.0,1.0,1,1,0.0,3333,3250.0,158.0,360.0,1.0,2,1
553,LP002788,0.0,1.0,0,0,0.0,2454,2333.0,181.0,360.0,0.0,2,0
554,LP002789,0.0,1.0,0,1,0.0,3593,4266.0,132.0,180.0,0.0,0,0
555,LP002792,0.0,1.0,1,1,0.0,5468,1032.0,26.0,360.0,1.0,1,1
556,LP002794,1.0,0.0,0,1,0.0,2667,1625.0,84.0,360.0,1.0,2,1
557,LP002795,0.0,1.0,3,1,1.0,10139,0.0,260.0,360.0,1.0,1,1
558,LP002798,0.0,1.0,0,1,0.0,3887,2669.0,162.0,360.0,1.0,1,1
559,LP002804,1.0,1.0,0,1,0.0,4180,2306.0,182.0,360.0,1.0,1,1
560,LP002807,0.0,1.0,2,0,0.0,3675,242.0,108.0,360.0,1.0,1,1
561,LP002813,1.0,1.0,1,1,1.0,19484,0.0,600.0,360.0,1.0,1,1
562,LP002820,0.0,1.0,0,1,0.0,5923,2054.0,211.0,360.0,1.0,0,1
563,LP002821,0.0,0.0,0,0,1.0,5800,0.0,132.0,360.0,1.0,1,1
564,LP002832,0.0,1.0,2,1,0.0,8799,0.0,258.0,360.0,0.0,2,0
565,LP002833,0.0,1.0,0,0,0.0,4467,0.0,120.0,360.0,1.0,0,1
566,LP002836,0.0,0.0,0,1,0.0,3333,0.0,70.0,360.0,1.0,2,1
567,LP002837,0.0,1.0,3,1,0.0,3400,2500.0,123.0,360.0,0.0,0,0
568,LP002840,1.0,0.0,0,1,0.0,2378,0.0,9.0,360.0,1.0,2,0
569,LP002841,0.0,1.0,0,1,0.0,3166,2064.0,104.0,360.0,0.0,2,0
570,LP002842,0.0,1.0,1,1,0.0,3417,1750.0,186.0,360.0,1.0,2,1
571,LP002847,0.0,1.0,0,1,0.0,5116,1451.0,165.0,360.0,0.0,2,0
572,LP002855,0.0,1.0,2,1,0.0,16666,0.0,275.0,360.0,1.0,2,1
573,LP002862,0.0,1.0,2,0,0.0,6125,1625.0,187.0,480.0,1.0,1,0
574,LP002863,0.0,1.0,3,1,0.0,6406,0.0,150.0,360.0,1.0,1,0
575,LP002868,0.0,1.0,2,1,0.0,3159,461.0,108.0,84.0,1.0,2,1
576,LP002872,0.0,1.0,0,1,0.0,3087,2210.0,136.0,360.0,0.0,1,0
577,LP002874,0.0,0.0,0,1,0.0,3229,2739.0,110.0,360.0,1.0,2,1
578,LP002877,0.0,1.0,1,1,0.0,1782,2232.0,107.0,360.0,1.0,0,1
579,LP002888,0.0,0.0,0,1,0.0,3182,2917.0,161.0,360.0,1.0,2,1
580,LP002892,0.0,1.0,2,1,0.0,6540,0.0,205.0,360.0,1.0,1,1
581,LP002893,0.0,0.0,0,1,0.0,1836,33837.0,90.0,360.0,1.0,2,0
582,LP002894,1.0,1.0,0,1,0.0,3166,0.0,36.0,360.0,1.0,1,1
583,LP002898,0.0,1.0,1,1,0.0,1880,0.0,61.0,360.0,1.0,0,0
584,LP002911,0.0,1.0,1,1,0.0,2787,1917.0,146.0,360.0,0.0,0,0
585,LP002912,0.0,1.0,1,1,0.0,4283,3000.0,172.0,84.0,1.0,0,0
586,LP002916,0.0,1.0,0,1,0.0,2297,1522.0,104.0,360.0,1.0,2,1
587,LP002917,1.0,0.0,0,0,0.0,2165,0.0,70.0,360.0,1.0,1,1
588,LP002925,0.0,0.0,0,1,0.0,4750,0.0,94.0,360.0,1.0,1,1
589,LP002926,0.0,1.0,2,1,1.0,2726,0.0,106.0,360.0,0.0,1,0
590,LP002928,0.0,1.0,0,1,0.0,3000,3416.0,56.0,180.0,1.0,1,1
591,LP002931,0.0,1.0,2,1,1.0,6000,0.0,205.0,240.0,1.0,1,0
592,LP002933,0.0,0.0,3,1,1.0,9357,0.0,292.0,360.0,1.0,1,1
593,LP002936,0.0,1.0,0,1,0.0,3859,3300.0,142.0,180.0,1.0,0,1
594,LP002938,0.0,1.0,0,1,1.0,16120,0.0,260.0,360.0,1.0,2,1
595,LP002940,0.0,0.0,0,0,0.0,3833,0.0,110.0,360.0,1.0,0,1
596,LP002941,0.0,1.0,2,0,1.0,6383,1000.0,187.0,360.0,1.0,0,0
597,LP002943,0.0,0.0,0,1,0.0,2987,0.0,88.0,360.0,0.0,1,0
598,LP002945,0.0,1.0,0,1,1.0,9963,0.0,180.0,360.0,1.0,0,1
599,LP002948,0.0,1.0,2,1,0.0,5780,0.0,192.0,360.0,1.0,2,1
600,LP002949,1.0,0.0,3,1,0.0,416,41667.0,350.0,180.0,1.0,2,0
601,LP002950,0.0,1.0,0,0,0.0,2894,2792.0,155.0,360.0,1.0,0,1
602,LP002953,0.0,1.0,3,1,0.0,5703,0.0,128.0,360.0,1.0,2,1
603,LP002958,0.0,0.0,0,1,0.0,3676,4301.0,172.0,360.0,1.0,0,1
604,LP002959,1.0,1.0,1,1,0.0,12000,0.0,496.0,360.0,1.0,1,1
605,LP002960,0.0,1.0,0,0,0.0,2400,3800.0,146.41216216216216,180.0,1.0,2,0
606,LP002961,0.0,1.0,1,1,0.0,3400,2500.0,173.0,360.0,1.0,1,1
607,LP002964,0.0,1.0,2,0,0.0,3987,1411.0,157.0,360.0,1.0,0,1
608,LP002974,0.0,1.0,0,1,0.0,3232,1950.0,108.0,360.0,1.0,0,1
609,LP002978,1.0,0.0,0,1,0.0,2900,0.0,71.0,360.0,1.0,0,1
610,LP002979,0.0,1.0,3,1,0.0,4106,0.0,40.0,180.0,1.0,0,1
611,LP002983,0.0,1.0,1,1,0.0,8072,240.0,253.0,360.0,1.0,2,1
612,LP002984,0.0,1.0,2,1,0.0,7583,0.0,187.0,360.0,1.0,2,1
613,LP002990,1.0,0.0,0,1,1.0,4583,0.0,133.0,360.0,0.0,1,0
